exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-13,2025,0.1,share
2024-06-24,2023,0.05,cash
2024-06-24,2024,0.1,share
2023-07-04,2023,0.25,share
2022-07-06,2022,0.2,share
2022-03-17,2021,0.1,cash
2021-12-21,2021,0.2,share
2021-01-25,2020,0.1,cash
2020-06-15,2020,0.3,share
2019-12-26,2019,0.1,cash
2019-06-11,2019,0.25,share
2018-12-24,2018,0.1,cash
2018-02-27,2017,0.05,cash
2017-03-24,2016,0.1,cash
2016-08-19,2015,0.05,cash
