exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-29,2024,0.05,cash
2024-06-04,2023,0.12,cash
2022-12-07,2022,0.12,cash
2022-06-01,2021,0.15,cash
2021-06-01,2020,0.05,cash
2020-12-16,2020,0.1,cash
2020-07-15,2019,0.15,cash
2019-06-13,2018,0.16,cash
2018-06-14,2017,0.2,cash
2017-06-15,2016,0.2,cash
2015-12-11,2015,0.3,cash
2015-07-06,2014,0.03,cash
2014-12-26,2014,0.27,cash
2014-06-11,2013,0.15,cash
2013-06-12,2012,0.07,cash
