exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-11-29,2024,0.35,cash
2023-12-05,2023,0.25,cash
2022-12-08,2022,0.25,cash
2022-06-07,2022,0.5,share
2021-12-09,2021,0.45,cash
2021-05-13,2020,0.3,cash
2019-12-11,2019,0.45,cash
2018-12-11,2018,0.4,cash
2017-12-31,2017,0.45,cash
2016-12-31,2016,0.45,cash
2015-12-31,2015,0.45,cash
2014-01-06,2013,0.3,cash
2013-04-12,2012,0.25,cash
2011-12-12,2011,0.3,cash
2011-05-31,2011,0.5,share
