exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-07,2024,0.15,cash
2024-08-28,2023,0.15,cash
2023-12-29,2022,0.02,cash
2023-11-14,2023,0.1,share
2022-08-01,2022,0.1,share
2021-06-16,2021,0.1,share
2019-06-22,2019,0.05,share
