exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-11,2025,0.08,share
2025-05-27,2024,0.08,cash
2024-06-14,2024,0.12,share
2023-06-14,2023,0.1,share
2022-06-30,2022,0.1,share
2022-05-24,2021,0.12,cash
2021-09-21,2020,0.06,cash
2021-09-21,2021,0.06,cash
2021-01-11,2019,0.06,cash
2021-01-11,2020,0.06,cash
2019-12-30,2018,0.02,cash
2019-02-14,2018,0.1,cash
2018-07-09,2017,0.04,cash
2017-12-27,2017,0.08,cash
2017-07-11,2016,0.08,cash
