exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-11-04,2023,0.1,cash
2023-11-28,2022,0.08,cash
2022-10-07,2021,0.07,cash
2021-12-10,2020,0.04,cash
2021-07-22,2020,0.04,cash
2020-11-25,2019,0.04,cash
2019-06-27,2018,0.06,cash
