exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-02-06,2024,0.025,cash
2024-08-15,2024,0.04,cash
2023-05-15,2022,0.05,cash
2022-12-27,2022,0.07,cash
2022-08-17,2022,0.3,share
2021-12-17,2021,0.12,cash
2021-04-29,2020,0.2,cash
2020-12-22,2020,0.1,cash
2020-07-16,2019,0.15,cash
2019-05-16,2018,0.07,cash
2019-01-25,2018,0.07,cash
2018-07-10,2017,0.1,cash
2016-12-31,2016,0.12,cash
2015-12-31,2015,0.14,cash
2015-05-04,2014,0.09,cash
