exercise_date,cash_year,cash_dividend_percentage,issue_method
2023-08-31,2023,0.05,cash
2022-12-01,2022,0.12,cash
2022-07-22,2021,0.03,cash
2021-09-10,2021,0.05,share
2020-12-29,2020,0.05,cash
2020-07-09,2019,0.055,cash
2019-11-22,2019,0.045,cash
2019-07-05,2018,0.069,cash
2018-07-05,2017,0.085,cash
2017-07-11,2016,0.08,cash
2016-12-05,2016,0.1,share
