exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-09-10,2024,0.1,share
2019-06-12,2019,0.15,share
2018-11-07,2018,0.1,share
2018-04-19,2018,0.05,share
2016-07-06,2015,0.05,cash
