exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-12-23,2024,0.3,cash
2024-06-10,2023,0.3,cash
2024-01-03,2023,0.2,cash
2023-08-02,2022,0.35,cash
2022-12-09,2022,0.25,cash
2022-05-19,2021,0.3,cash
2021-06-29,2020,0.5,cash
2020-12-14,2020,0.3,cash
2020-07-17,2019,0.5,cash
2019-10-31,2019,0.3,cash
2019-06-05,2018,0.37,cash
2018-12-18,2018,0.35,cash
2018-07-11,2017,0.3,cash
2018-01-04,2017,0.3,cash
2016-12-31,2016,0.45,cash
