exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-11,2025,0.15,share
2025-02-27,2024,0.1,cash
2024-05-21,2024,0.15,share
2024-04-12,2023,0.1,cash
2023-05-19,2023,0.15,share
2023-02-28,2022,0.1,cash
2022-05-17,2022,0.15,share
2022-04-19,2021,0.1,cash
2020-03-02,2019,0.16,cash
2019-02-26,2018,0.18,cash
2018-02-28,2017,0.16,cash
2017-02-28,2016,0.16,cash
2016-05-11,2016,0.15,share
2016-02-26,2015,0.1,cash
2015-02-25,2014,0.16,cash
