exercise_date,cash_year,cash_dividend_percentage,issue_method
2019-10-24,2018,0.05,cash
2019-07-12,2018,0.05,cash
2011-04-23,2011,0.15,share
2010-06-28,2010,0.333,share
2009-05-08,2009,0.2,share
2008-06-18,2008,0.43,share
