exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-11-07,2024,0.15,share
2023-11-22,2023,0.15,share
2022-11-01,2022,0.15,share
2021-11-04,2021,0.2,share
2020-12-01,2020,0.2,share
2019-06-19,2019,0.2,share
2018-08-08,2018,0.15,share
2017-06-05,2017,0.3,share
2016-06-20,2016,0.2,share
2015-11-03,2015,0.2,share
2014-07-31,2014,0.117,share
2014-04-25,2013,0.083,cash
2013-06-30,2013,0.193,share
