exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-08,2024,0.15,cash
2024-11-14,2024,0.1,cash
2024-11-14,2024,0.1,share
2024-08-29,2023,0.1,cash
2023-06-23,2022,0.05,cash
2023-06-23,2023,0.15,cash
2022-12-29,2022,0.15,cash
2022-05-20,2022,0.15,cash
2022-01-05,2021,0.05,cash
2021-07-27,2021,0.15,cash
2021-01-12,2020,0.1,cash
2020-07-24,2019,0.05,cash
2020-07-24,2020,0.1,cash
2020-03-05,2019,0.05,cash
2019-12-11,2019,0.1,cash
