exercise_date,cash_year,cash_dividend_percentage,issue_method
2021-09-17,2020,0.1,cash
2020-12-09,2019,0.12,cash
2020-06-18,2018,0.12,cash
2018-10-17,2017,0.08,cash
2017-08-17,2016,0.06,cash
2017-08-17,2017,0.07,cash
2017-01-04,2016,0.1,cash
2016-05-04,2015,0.15,cash
2015-09-24,2014,0.1,cash
2012-07-17,2011,0.1,cash
2011-04-18,2011,0.2,share
2011-01-26,2010,0.16,cash
