exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-08-07,2025,0.15,share
2022-06-22,2022,0.05,share
2021-09-29,2021,0.2,cash
2021-06-10,2021,0.1,share
2020-09-16,2020,0.15,cash
2020-04-06,2019,0.05,cash
2020-04-06,2020,0.05,share
2020-04-06,2020,0.1,share
2019-04-12,2019,0.1,share
2018-03-30,2017,0.1,cash
2017-03-14,2017,0.1,share
2016-06-20,2016,0.05,cash
2016-03-04,2016,0.2,share
2015-11-12,2015,0.05,cash
2014-11-21,2014,0.15,cash
