exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-11,2025,0.1,share
2024-07-09,2024,0.1,share
2023-07-05,2022,0.05,cash
2023-07-05,2023,0.05,share
2022-10-07,2021,0.07,cash
2021-08-26,2020,0.09,cash
2019-12-20,2019,0.05,cash
2019-06-19,2019,0.1,share
2019-05-27,2018,0.08,cash
2018-06-18,2018,0.031,share
2017-11-02,2017,0.05,share
2017-06-27,2017,0.031,share
2016-09-21,2016,0.043,share
