exercise_date,cash_year,cash_dividend_percentage,issue_method
2023-11-07,2022,0.04,cash
2022-09-23,2021,0.06,cash
2021-12-09,2020,0.12,cash
2020-11-27,2019,0.12,cash
2019-11-11,2018,0.12,cash
2018-10-10,2017,0.15,cash
2017-09-15,2016,0.1,cash
2016-10-26,2016,0.2,share
2011-09-27,2010,0.05,cash
2010-04-13,2009,0.1,cash
2009-05-05,2008,0.055,cash
2008-05-05,2007,0.07,cash
