exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-12-05,2024,0.2,cash
2024-02-19,2023,0.2,cash
2024-01-04,2024,0.2,share
2022-10-20,2022,0.2,cash
2021-12-21,2021,0.2,cash
2020-10-08,2020,0.2,cash
2019-12-30,2019,1.0,share
2019-05-17,2018,0.2,cash
2018-12-07,2018,0.2,cash
2018-03-15,2017,0.2,cash
2016-11-18,2016,0.1,cash
2016-06-14,2015,0.05,cash
2016-06-14,2016,0.1,cash
2015-07-02,2015,0.1,cash
2014-11-20,2014,0.5,share
