exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-10-11,2023,0.05,cash
2023-10-30,2022,0.1,cash
2022-10-31,2021,0.1,cash
2021-11-25,2020,0.1,cash
2020-12-03,2019,0.1,cash
2020-04-17,2019,0.1,cash
2019-06-26,2018,0.03,cash
2019-04-11,2018,0.12,cash
2018-05-17,2017,0.03,cash
2018-03-16,2017,0.09,cash
2017-04-13,2016,0.09,cash
2015-03-23,2014,0.09,cash
2014-03-06,2013,0.09,cash
2013-03-28,2012,0.09,cash
2012-04-24,2011,0.09,cash
