exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-13,2024,0.04,cash
2025-02-04,2024,0.05,cash
2024-07-15,2022,0.066,cash
2024-07-15,2023,0.052,cash
2024-01-02,2024,0.15,share
2023-06-08,2022,0.05,cash
2023-01-17,2021,0.025,cash
2023-01-17,2022,0.025,cash
2021-12-06,2021,0.05,cash
2021-05-11,2020,0.07,cash
2020-12-29,2020,0.05,cash
2020-07-09,2019,0.07,cash
2019-12-19,2019,0.05,cash
2019-05-21,2018,0.19,cash
2018-11-29,2018,0.06,cash
