exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-08-24,2021,0.03,cash
2022-08-24,2022,0.07,share
2021-09-29,2021,0.05,share
2020-12-14,2019,0.03,cash
2019-05-14,2018,0.03,cash
2019-05-14,2019,0.05,share
2018-05-29,2017,0.05,cash
2018-05-29,2018,0.5,share
2017-06-30,2016,0.1,cash
2017-06-30,2017,0.35,share
2016-06-23,2016,0.15,share
2015-07-15,2014,0.15,cash
2014-08-13,2013,0.05,cash
2014-08-13,2014,0.1,share
2013-06-14,2012,0.1,cash
