exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-10-27,2022,0.04,share
2022-01-21,2022,0.044,share
2019-09-24,2019,0.03,share
2018-12-19,2018,0.03,share
2015-06-12,2014,0.05,cash
2014-03-14,2013,0.06,cash
2013-04-22,2013,0.06,share
2011-03-29,2010,0.05,cash
2010-12-06,2010,0.1,cash
2010-04-22,2009,0.12,cash
2009-10-21,2009,0.1,cash
2008-04-04,2007,0.17,cash
2007-09-17,2007,0.08,cash
2007-02-07,2006,0.08,cash
2006-06-28,2006,0.08,cash
