exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-12-23,2024,0.21,share
2023-11-28,2023,0.127,share
2021-12-23,2020,0.02,cash
2021-12-23,2021,0.258,share
2020-12-31,2019,0.08,cash
2019-11-07,2017,0.07,cash
2019-11-07,2018,0.07,cash
2017-08-09,2016,0.07,cash
2016-11-03,2015,0.085,cash
2015-05-08,2014,0.102,cash
2014-08-08,2013,0.085,cash
2013-06-21,2012,0.023,cash
2013-06-21,2012,0.045,share
