exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-10-03,2024,0.12,cash
2024-05-14,2023,0.25,cash
2023-12-15,2022,0.25,cash
2022-06-21,2021,0.1,cash
2022-01-04,2021,0.15,cash
2021-06-14,2020,0.1,cash
2021-01-13,2020,0.15,cash
2020-06-11,2019,0.1,cash
2020-03-30,2019,0.05,cash
2019-12-27,2019,0.1,cash
2019-05-21,2018,0.15,cash
2019-01-23,2017,0.1,cash
2018-01-09,2016,0.1,cash
2015-12-10,2015,0.1,cash
2014-12-03,2012,0.05,cash
