exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-12,2024,0.1,cash
2024-12-02,2024,0.1,cash
2024-06-12,2023,0.1,cash
2023-08-24,2023,0.1,cash
2023-07-05,2022,0.1,cash
2023-07-05,2023,0.15,share
2022-08-24,2022,0.1,cash
2022-06-13,2021,0.1,cash
2022-06-13,2022,0.2,share
2021-08-16,2021,0.1,cash
2021-06-01,2020,0.1,cash
2021-06-01,2021,0.15,share
2020-08-17,2020,0.1,cash
2020-05-13,2019,0.1,cash
2020-05-13,2020,0.15,share
