exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-08-14,2025,0.15,share
2025-04-08,2024,0.15,cash
2024-06-03,2023,0.05,cash
2024-06-03,2024,0.2,cash
2024-01-15,2023,0.15,cash
2023-09-28,2023,0.2,cash
2023-04-11,2022,0.2,cash
2022-08-19,2022,0.2,cash
2022-06-27,2022,0.1,share
2022-05-13,2021,0.06,cash
2021-11-09,2021,0.24,cash
2020-07-22,2019,0.03,cash
2019-11-11,2019,0.05,cash
2019-06-07,2018,0.05,cash
