exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-30,2024,0.25,cash
2024-09-27,2023,0.09,cash
2022-12-16,2022,0.1,cash
2022-09-19,2021,0.09,cash
2021-12-15,2021,0.1,cash
2021-11-08,2020,0.09,cash
2020-12-17,2020,0.1,cash
2020-07-29,2019,0.03,cash
2019-12-24,2019,0.15,cash
2019-05-30,2018,0.08,cash
2018-12-21,2018,0.15,cash
2018-07-16,2017,0.23,cash
2017-06-22,2016,0.15,cash
2016-06-16,2015,0.075,cash
2015-12-16,2015,0.075,cash
