exercise_date,cash_year,cash_dividend_percentage,issue_method
2023-11-30,2023,0.117,share
2021-12-14,2020,0.08,cash
2021-07-07,2021,0.291,share
2020-12-17,2019,0.05,cash
2017-09-27,2016,0.07,cash
2017-01-16,2015,0.07,cash
2015-06-23,2014,0.1,cash
2014-05-21,2013,0.1,cash
2013-09-06,2012,0.16,cash
2012-03-30,2012,0.2,share
2011-01-14,2010,0.135,cash
2010-09-06,2010,0.068,share
