exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-09-25,2023,0.15,cash
2023-08-07,2022,0.115,cash
2023-08-07,2023,0.076,share
2022-10-19,2021,0.15,cash
2022-10-19,2022,0.093,share
2021-06-18,2020,0.15,cash
2021-06-18,2021,0.247,share
2020-08-25,2019,0.15,cash
2020-08-25,2020,0.393,share
2019-06-04,2018,0.15,cash
2019-06-04,2019,0.414,share
2018-06-19,2017,0.15,cash
2018-06-19,2018,0.394,share
2017-06-23,2017,0.297,share
2017-05-19,2016,0.15,cash
