exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-08-28,2024,0.05,cash
2023-10-26,2022,0.03,cash
2022-08-31,2022,0.12,share
2021-11-09,2021,0.15,share
2020-06-25,2020,0.2,share
2019-11-13,2019,0.15,share
2018-08-15,2017,0.12,cash
2017-08-31,2017,0.15,share
2016-12-31,2016,0.05,cash
2016-03-31,2016,0.1,share
2015-12-31,2015,0.05,cash
