exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-12-24,2024,0.1,cash
2021-09-22,2020,0.1,cash
2020-08-28,2019,0.3,cash
2019-09-26,2018,0.3,cash
2018-08-13,2017,0.5,cash
2017-08-30,2016,0.5,cash
2016-05-09,2015,0.55,cash
2015-06-03,2014,0.5,cash
2014-06-25,2013,0.1,cash
2014-02-21,2013,0.1,cash
2013-05-30,2012,0.1,cash
2013-01-14,2012,0.1,cash
2012-04-19,2011,0.2,cash
2011-05-09,2010,0.1,cash
2010-08-31,2010,0.1,cash
