exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-18,2025,0.05,share
2024-07-19,2024,0.05,share
2023-06-07,2023,0.07,share
2019-06-04,2018,0.133,cash
2018-05-04,2017,0.125,cash
2017-08-17,2016,0.057,cash
