exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-10-17,2024,0.08,share
2022-08-22,2022,0.082,share
2022-03-03,2022,0.065,share
2021-07-16,2021,0.15,share
2020-02-18,2020,0.06,share
2017-12-29,2016,0.05,cash
2016-10-01,2015,0.03,cash
