exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-02-26,2022,0.01,cash
2022-09-23,2021,0.03,cash
2021-11-15,2020,0.03,cash
2020-12-10,2020,0.05,share
2020-12-04,2019,0.05,cash
2019-08-29,2019,0.05,share
2019-07-15,2018,0.05,cash
2018-10-12,2017,0.05,cash
2018-10-12,2018,0.05,share
2017-06-08,2016,0.1,cash
2016-08-08,2015,0.1,cash
2015-07-20,2014,0.1,cash
2014-04-23,2014,0.1,share
2014-04-02,2013,0.1,cash
2013-08-08,2013,0.2,share
