exercise_date,cash_year,cash_dividend_percentage,issue_method
2018-11-02,2017,0.05,cash
2018-11-02,2018,0.07,share
2017-05-23,2016,0.07,cash
2017-05-23,2017,0.08,share
2016-07-27,2015,0.05,cash
2016-02-24,2015,0.07,cash
2015-06-10,2015,0.12,share
2013-05-10,2013,0.08,share
2013-05-10,2013,0.12,share
2011-03-14,2010,0.07,cash
2010-08-30,2010,0.18,cash
2010-03-08,2009,0.02,cash
2009-11-09,2009,0.1,cash
2009-03-20,2008,0.12,cash
2008-05-20,2007,0.06,cash
