exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-13,2024,0.06,cash
2024-12-19,2024,0.05,cash
2024-06-10,2023,0.07,cash
2023-12-28,2023,0.05,cash
2023-06-08,2022,0.13,cash
2023-01-11,2022,0.05,cash
2022-06-01,2021,0.12,cash
2021-12-17,2021,0.05,cash
2021-06-07,2020,0.1,cash
2020-11-23,2020,0.05,cash
2020-07-16,2019,0.1,cash
2019-12-09,2019,0.05,cash
2019-05-30,2018,0.06,cash
2018-12-13,2018,0.03,cash
2018-06-25,2017,0.08,cash
