exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-10,2024,0.12,cash
2024-05-14,2023,0.15,cash
2023-09-21,2022,0.07,cash
2022-11-09,2021,0.12,cash
2021-06-23,2020,0.12,cash
2020-09-03,2019,0.1,cash
2020-03-30,2019,0.2,cash
2019-05-30,2018,0.26,cash
2018-06-25,2017,0.3,cash
2017-07-20,2016,0.322,cash
2016-07-27,2016,0.15,share
2014-06-20,2012,0.058,cash
2014-06-20,2013,0.121,cash
