exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-14,2024,0.2,cash
2024-12-26,2024,0.05,cash
2024-09-24,2023,0.095,cash
2024-09-24,2024,0.15,cash
2024-03-15,2023,0.09,cash
2023-12-27,2023,0.05,cash
2023-08-03,2022,0.095,cash
2023-08-03,2023,0.15,cash
2022-12-22,2022,0.14,cash
2022-07-06,2021,0.095,cash
2022-07-06,2022,0.15,cash
2022-01-10,2021,0.14,cash
2021-09-07,2021,0.15,cash
2021-06-07,2020,0.11,cash
2021-01-05,2020,0.1,cash
