exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-05,2024,0.05,cash
2024-05-29,2023,0.05,cash
2023-05-29,2022,0.02,cash
2022-12-13,2022,0.03,cash
2022-05-24,2021,0.056,cash
2021-11-24,2021,0.036,share
2021-11-24,2021,0.062,cash
2021-05-18,2020,0.044,cash
2020-12-14,2020,0.045,cash
2020-09-24,2020,0.096,share
2020-06-05,2019,0.048,cash
2019-12-11,2019,0.048,cash
2019-09-04,2019,0.082,share
2019-06-10,2018,0.029,cash
2018-12-04,2018,0.02,cash
