exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-11-08,2024,0.452,share
2022-09-09,2022,0.15,share
2022-08-12,2021,0.1,cash
2021-08-18,2021,0.2,share
2021-06-16,2020,0.1,cash
2020-08-18,2019,0.15,cash
2019-06-18,2019,0.21,share
2018-09-18,2018,0.37,share
2018-06-05,2017,0.1,cash
2017-06-15,2016,0.25,cash
2016-06-17,2015,0.25,cash
2015-06-11,2014,0.5,cash
2015-03-04,2013,0.2,cash
2015-03-04,2014,0.3,cash
2014-07-01,2013,0.1,cash
