exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-08-01,2024,0.06,share
2023-06-30,2023,0.08,share
2021-12-22,2021,0.12,share
2020-06-17,2019,0.04,cash
2016-11-09,2016,0.04,cash
2016-03-14,2016,0.05,share
2015-08-26,2015,0.1,cash
2015-08-26,2015,0.1,share
2015-03-06,2014,0.1,cash
2015-03-06,2015,0.1,share
2014-07-23,2014,0.2,share
2013-04-18,2013,0.5,share
2012-08-08,2012,0.5,share
2012-05-25,2012,0.5,share
