exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-18,2025,0.05,share
2024-07-31,2024,0.1,share
2023-05-25,2023,0.05,share
2022-08-26,2022,0.06,share
2022-07-19,2021,0.06,cash
2021-09-07,2021,0.15,share
2020-07-09,2020,0.1,share
2019-05-23,2019,0.15,share
2018-05-22,2017,0.05,cash
2018-05-22,2018,0.1,share
2017-06-08,2017,0.05,share
2016-06-09,2015,0.05,cash
2016-06-09,2016,0.05,share
2015-09-22,2015,0.1,share
2012-04-25,2011,0.1,cash
