exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-06-03,2024,0.1,share
2023-06-15,2023,0.338,share
2021-10-11,2021,0.074,share
2021-05-21,2020,0.06,cash
2020-10-15,2020,0.08,share
2019-06-17,2018,0.05,cash
2019-06-17,2019,0.2,share
2018-07-26,2017,0.06,cash
2018-07-26,2018,0.09,share
2017-07-14,2016,0.06,cash
2017-07-14,2017,0.07,share
2016-06-24,2016,0.07,share
2016-02-02,2015,0.1,cash
2015-07-01,2015,0.12,share
2015-05-08,2014,0.06,cash
