exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-08-29,2024,0.05,share
2023-07-06,2023,0.06,share
2022-06-16,2022,0.06,share
2021-08-23,2020,0.04,cash
2021-08-23,2021,0.04,share
2020-09-18,2020,0.08,share
2019-05-29,2018,0.07,cash
2018-08-30,2017,0.1,cash
2017-06-07,2017,0.2,share
