exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-19,2024,0.1,cash
2024-07-01,2023,0.1,cash
2024-07-01,2023,0.15,cash
2023-08-28,2022,0.15,cash
2023-06-02,2022,0.1,cash
2023-01-31,2022,0.1,cash
2022-06-24,2021,0.15,cash
2021-07-23,2020,0.1,cash
2020-11-06,2020,0.1,cash
2020-07-29,2019,0.05,cash
2020-06-12,2019,0.05,cash
2019-12-12,2019,0.05,cash
2019-10-21,2019,0.1,cash
2019-06-03,2018,0.16,cash
2018-12-06,2018,0.1,cash
