exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-17,2025,0.1,share
2024-10-17,2024,0.1,share
2023-10-03,2023,0.1,share
2022-07-04,2022,0.1,share
2021-06-11,2021,0.1,share
2020-08-19,2019,0.05,cash
2020-08-19,2020,0.05,share
2019-06-11,2018,0.05,cash
2019-06-11,2019,0.05,share
2018-09-21,2017,0.05,cash
2018-09-21,2018,0.05,share
2017-09-19,2016,0.1,cash
2016-09-20,2015,0.07,cash
2015-10-28,2015,0.08,cash
2012-12-26,2012,0.1,share
