exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-05,2025,0.43,share
2022-08-24,2022,0.22,share
2022-03-28,2022,0.08,share
2019-09-13,2018,0.1,cash
2018-09-07,2018,0.09,share
2017-08-08,2017,0.08,share
2016-07-14,2016,0.08,share
2015-09-28,2015,0.06,share
2014-09-12,2013,0.06,cash
2013-10-03,2012,0.06,cash
2012-05-17,2011,0.06,cash
2010-05-21,2009,0.058,cash
