exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-10-06,2021,0.07,cash
2021-07-15,2020,0.1,cash
2020-11-19,2019,0.1,cash
2019-09-10,2018,0.12,cash
2018-10-29,2017,0.11,cash
2017-11-29,2016,0.105,cash
2016-06-09,2015,0.1,cash
2015-06-18,2014,0.1,cash
2014-05-20,2013,0.14,cash
2013-06-03,2012,0.13,cash
2012-06-06,2011,0.2,cash
2011-02-18,2010,0.4,cash
