exercise_date,cash_year,cash_dividend_percentage,issue_method
2014-08-27,2014,0.1,share
2013-11-15,2012,0.05,cash
2012-04-24,2012,0.15,share
2010-08-03,2009,0.1,cash
2009-03-25,2008,0.15,cash
2008-07-20,2008,0.499,share
