exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-03-12,2025,0.495,share
2023-07-25,2023,0.181,share
2021-12-22,2020,0.12,cash
2021-12-22,2022,0.276,share
2020-12-21,2019,0.08,cash
2019-12-30,2018,0.08,cash
2018-10-05,2017,0.08,cash
2017-09-28,2016,0.08,cash
2016-09-09,2015,0.1,cash
2015-06-26,2014,0.1,cash
2014-06-18,2013,0.12,cash
2013-02-26,2012,0.12,cash
2012-02-24,2011,0.12,cash
2011-07-18,2011,0.12,share
2010-03-10,2009,0.12,cash
