exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-05-19,2024,0.25,cash
2024-12-27,2025,0.168,share
2023-08-22,2023,0.19,share
2022-11-17,2022,0.15,share
2021-07-21,2021,0.12,share
2020-12-03,2020,0.1,share
2020-02-05,2020,0.093,share
2018-12-27,2019,0.05,share
2018-02-01,2017,0.1,cash
2017-11-14,2018,0.06,share
2016-12-31,2016,0.04,cash
2015-12-31,2016,0.045,cash
2014-12-31,2014,0.06,cash
