exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-10-25,2022,0.08,share
2019-12-17,2020,0.08,share
2018-10-23,2018,0.07,share
2017-10-20,2017,0.07,share
2013-06-13,2013,0.05,share
2012-06-26,2012,0.3,share
