exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-06-03,2021,0.1,cash
2022-06-03,2022,0.2,share
2021-08-23,2021,0.07,share
2020-12-21,2020,0.03,cash
2018-06-11,2018,0.4,share
2017-11-16,2017,0.1,cash
2017-05-17,2017,0.15,share
2017-05-17,2017,0.35,share
2015-07-03,2015,0.08,share
2011-09-13,2010,0.04,cash
2011-09-13,2011,0.3,share
