exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-04-22,2024,0.07,cash
2024-04-17,2023,0.065,cash
2024-01-19,2023,0.06,cash
2023-04-06,2022,0.05,cash
2023-02-09,2022,0.1,cash
2019-06-05,2018,0.057,cash
2018-11-07,2017,0.05,cash
2017-06-02,2016,0.05,cash
2015-12-31,2015,0.085,cash
2014-12-31,2014,0.09,cash
