exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-09-16,2024,0.15,share
2023-06-16,2023,0.25,share
2022-06-21,2022,0.25,share
2021-06-28,2021,0.25,share
2020-05-28,2020,0.15,share
2019-06-05,2019,0.15,share
2018-06-27,2018,0.12,share
2017-06-15,2016,0.1,cash
2016-12-01,2016,0.1,share
2015-11-26,2014,0.05,cash
2014-12-17,2014,0.15,share
2014-02-06,2012,0.1,cash
2012-06-06,2012,0.15,share
2012-03-14,2011,0.1,cash
2011-05-16,2011,0.2,share
