exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-11,2024,0.1,cash
2024-06-11,2023,0.1,cash
2023-06-14,2022,0.1,cash
2022-06-15,2021,0.1,cash
2021-07-14,2020,0.1,cash
2020-05-22,2019,0.1,cash
2019-05-08,2018,0.05,cash
2018-12-14,2018,0.1,cash
2018-04-23,2017,0.08,cash
2017-12-29,2017,0.15,cash
2017-08-11,2017,0.3,share
2015-12-31,2015,0.3,cash
2014-12-31,2014,0.25,cash
2011-12-31,2011,0.45,share
2010-12-31,2010,0.5,share
