exercise_date,cash_year,cash_dividend_percentage,issue_method
2018-05-25,2017,0.064,cash
2017-07-18,2017,0.086,cash
2011-10-21,2010,0.05,cash
2011-04-28,2011,0.05,share
2008-12-02,2008,0.15,share
