exercise_date,cash_year,cash_dividend_percentage,issue_method
2024-09-27,2023,0.272,cash
2024-01-18,2022,0.192,cash
2023-06-29,2022,0.1,cash
2022-06-17,2021,0.1,cash
2022-06-17,2022,0.231,share
2021-06-23,2020,0.1,cash
2020-08-03,2019,0.1,cash
2020-08-03,2020,0.16,share
2019-09-06,2018,0.1,cash
2019-09-06,2019,0.171,share
2018-11-16,2017,0.1,cash
2018-11-16,2018,0.1,share
2017-06-05,2016,0.1,cash
2017-06-05,2017,0.1,share
2016-10-07,2015,0.08,cash
