exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-06-27,2024,0.2,cash
2024-06-24,2023,0.2,cash
2023-08-29,2022,0.3,cash
2022-07-05,2021,0.18,cash
2021-07-07,2020,0.08,cash
2020-10-28,2019,0.06,cash
2019-09-25,2018,0.09,cash
2018-08-22,2017,0.09,cash
2017-06-15,2016,0.05,cash
2016-11-11,2016,0.04,cash
2016-06-02,2015,0.08,cash
