exercise_date,cash_year,cash_dividend_percentage,issue_method
2022-07-04,2022,0.08,cash
2021-12-15,2021,0.025,cash
2021-07-01,2021,0.095,cash
2020-12-17,2019,0.1,cash
2017-01-04,2015,0.19,cash
2017-01-04,2016,0.11,cash
