exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-24,2024,0.1,cash
2024-06-28,2023,0.05,cash
2023-07-27,2022,0.05,cash
2022-06-16,2022,1.0,share
2022-06-07,2021,0.1,cash
2021-08-30,2020,0.05,cash
2021-08-30,2021,0.5,share
2020-10-19,2019,0.15,cash
2019-05-23,2018,0.15,cash
2018-11-19,2018,0.333,share
2018-04-24,2017,0.15,cash
2017-05-22,2016,0.15,cash
2016-05-06,2015,0.15,cash
2014-10-08,2014,0.633,share
2014-04-30,2014,3.719,share
