exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-07-17,2024,0.07,cash
2024-08-29,2024,0.2,share
2021-08-02,2021,0.25,share
2020-12-31,2020,0.25,share
2019-12-31,2019,0.2,share
2016-12-31,2016,0.05,cash
