exercise_date,cash_year,cash_dividend_percentage,issue_method
2025-08-07,2024,0.1,cash
2025-08-07,2025,0.3,share
2024-06-21,2024,0.15,share
2023-08-07,2023,0.5,share
2022-04-25,2021,0.1,cash
2022-04-25,2022,0.4,share
2021-06-14,2020,0.1,cash
2020-06-29,2019,0.1,cash
2019-06-04,2018,0.15,cash
2018-05-02,2017,0.1,cash
2017-11-14,2017,0.1,cash
2017-05-15,2017,0.5,share
2016-10-25,2016,0.2,cash
2016-05-27,2015,0.1,cash
2015-09-28,2015,0.2,cash
